Brnd_Name,Gnrc_Name,HCPCS_Cd,HCPCS_Desc,Year,Tot_Benes,Tot_Clms,Tot_Spndng,Avg_Spnd_Per_Bene,Avg_Spnd_Per_Clm,Year_Value
DESCOVY,EMTRICITABINE,J0751,"HIV PREP, FTC/TAF 200/25MG",2025 (Q1-Q4),3080.0,16282,44679478.3,14506.324123,2744.1025857,2025
DESCOVY,EMTRICITABINE,J0751,"HIV PREP, FTC/TAF 200/25MG",2026 (Q1),2813.0,5521,15171306.82,5393.2836189,2747.9273356,2026
YEZTUGO(J0752),LENACAPAVIR SODIUM,J0752,"HIV PREP, ORAL LENACAPAVIR",2025 (Q1-Q4),167.0,171,295472.41,1769.2958683,1727.9088304,2025
YEZTUGO(J0752),LENACAPAVIR SODIUM,J0752,"HIV PREP, ORAL LENACAPAVIR",2026 (Q1),165.0,165,395699.08,2398.1762424,2398.1762424,2026
CLEVIPREX,CLEVIDIPINE BUTYRATE,J0759,"INJ, CLEVIDIPINE, 1 MG",2025 (Q1-Q4),119.0,121,17226.58,144.76117647,142.36842975,2025
CLEVIPREX,CLEVIDIPINE BUTYRATE,J0759,"INJ, CLEVIDIPINE, 1 MG",2026 (Q1),139.0,144,19234.58,138.37827338,133.57347222,2026
XIAFLEX,COLLAGENASE CLOSTRIDIUM HIST.,J0775,"COLLAGENASE, CLOST HIST INJ",2025 (Q1-Q4),6840.0,12391,83341103.47,12184.371852,6725.938461,2025
XIAFLEX,COLLAGENASE CLOSTRIDIUM HIST.,J0775,"COLLAGENASE, CLOST HIST INJ",2026 (Q1),1980.0,3016,20967974.41,10589.886066,6952.2461572,2026
PROCHLORPERAZINE EDISYLATE,PROCHLORPERAZINE EDISYLATE,J0780,PROCHLORPERAZINE INJECTION,2025 (Q1-Q4),2106.0,4173,10620.67,5.0430531814,2.5450922598,2025
PROCHLORPERAZINE EDISYLATE,PROCHLORPERAZINE EDISYLATE,J0780,PROCHLORPERAZINE INJECTION,2026 (Q1),576.0,996,2531.47,4.3949131944,2.5416365462,2026
ADAKVEO,CRIZANLIZUMAB-TMCA,J0791,INJ CRIZANLIZUMAB-TMCA 5MG,2025 (Q1-Q4),424.0,2613,26039258.82,61413.346274,9965.2731803,2025
ADAKVEO,CRIZANLIZUMAB-TMCA,J0791,INJ CRIZANLIZUMAB-TMCA 5MG,2026 (Q1),268.0,605,5989583.6,22349.192537,9900.1381818,2026
CORTROPHIN,CORTICOTROPIN,J0802,"INJ. (ANI), UP TO 40 UNITS",2025 (Q1-Q4),114.0,642,4295656.69,37681.199035,6691.0540343,2025
CORTROPHIN,CORTICOTROPIN,J0802,"INJ. (ANI), UP TO 40 UNITS",2026 (Q1),47.0,244,1597227.1,33983.555319,6546.0127049,2026
CORTROSYN*,COSYNTROPIN*,J0834,"INJ., COSYNTROPIN, 0.25 MG",2025 (Q1-Q4),2752.0,2951,87011.26,31.617463663,29.48534734,2025
CORTROSYN*,COSYNTROPIN*,J0834,"INJ., COSYNTROPIN, 0.25 MG",2026 (Q1),636.0,648,13184.93,20.731022013,20.347114198,2026
CROFAB,"ANTIVENIN,CROTALIDAE FAB(OVIN)",J0840,CROTALIDAE POLY IMMUNE FAB,2025 (Q1-Q4),50.0,51,430691.0,8613.82,8444.9215686,2025
ANAVIP,"ANTIVENIN,CROTALIDAE (EQUINE)",J0841,INJ CROTALIDAE IM F(AB')2 EQ,2025 (Q1-Q4),38.0,39,407362.25,10720.059211,10445.185897,2025
CYTOGAM,CYTOMEGALOVIRUS IMMUNE GLOBULN,J0850,CYTOMEGALOVIRUS IMM IV /VIAL,2025 (Q1-Q4),87.0,411,3007911.02,34573.689885,7318.5182968,2025
CYTOGAM,CYTOMEGALOVIRUS IMMUNE GLOBULN,J0850,CYTOMEGALOVIRUS IMM IV /VIAL,2026 (Q1),39.0,88,665105.82,17053.995385,7558.0206818,2026
RYTELO,IMETELSTAT SODIUM,J0870,"INJECTION, IMETELSTAT, 1 MG",2025 (Q1-Q4),841.0,3756,95452744.92,113499.10216,25413.403866,2025
RYTELO,IMETELSTAT SODIUM,J0870,"INJECTION, IMETELSTAT, 1 MG",2026 (Q1),450.0,1030,26719053.77,59375.675044,25940.828903,2026
DAPTOMYCIN(J0872),DAPTOMYCIN,J0872,DAPTOMYCIN (XELLIA) UNREFRIG,2025 (Q1-Q4),429.0,4791,157298.36,366.66284382,32.832051764,2025
DAPTOMYCIN(J0872),DAPTOMYCIN,J0872,DAPTOMYCIN (XELLIA) UNREFRIG,2026 (Q1),154.0,1843,78130.4,507.34025974,42.393054802,2026
DAPTOMYCIN(J0873),DAPTOMYCIN,J0873,INJ DAPTOMYCIN (XELLIA),2025 (Q1-Q4),468.0,2493,84009.89,179.50831197,33.698311272,2025
DAPTOMYCIN(J0873),DAPTOMYCIN,J0873,INJ DAPTOMYCIN (XELLIA),2026 (Q1),600.5,22,474.41,605.10741214,21.564090909,2026
DAPTOMYCIN-0.9% NACL,DAPTOMYCIN IN 0.9 % SOD CHLOR,J0874,"INJ, DAPTOMYCIN (BAXTER)",2025 (Q1-Q4),600.5,34,2190.4,605.10741214,64.423529412,2025
DAPTOMYCIN-0.9% NACL,DAPTOMYCIN IN 0.9 % SOD CHLOR,J0874,"INJ, DAPTOMYCIN (BAXTER)",2026 (Q1),600.5,23,1.38,605.10741214,0.06,2026
DALBAVANCIN HCL*,DALBAVANCIN HCL*,J0875,"INJECTION, DALBAVANCIN",2025 (Q1-Q4),8818.0,18573,69847601.22,7921.0253141,3760.7064675,2025
DALBAVANCIN HCL*,DALBAVANCIN HCL*,J0875,"INJECTION, DALBAVANCIN",2026 (Q1),2659.0,4418,17702337.44,6657.5169011,4006.8667813,2026
DAPTOMYCIN(J0877),DAPTOMYCIN,J0877,"INJ, DAPTOMYCIN (HOSPIRA)",2025 (Q1-Q4),600.5,25,700.51,605.10741214,28.0204,2025
CUBICIN RF*,DAPTOMYCIN*,J0878,DAPTOMYCIN INJECTION,2025 (Q1-Q4),3439.0,54890,1273824.88,370.40560628,23.206866096,2025
CUBICIN RF*,DAPTOMYCIN*,J0878,DAPTOMYCIN INJECTION,2026 (Q1),843.0,9691,192947.33,228.8817675,19.90995047,2026
ARANESP(J0881),DARBEPOETIN ALFA IN POLYSORBAT,J0881,"DARBEPOETIN ALFA, NON-ESRD",2025 (Q1-Q4),40271.0,226758,147729298.53,3668.3791942,651.48439539,2025
ARANESP(J0881),DARBEPOETIN ALFA IN POLYSORBAT,J0881,"DARBEPOETIN ALFA, NON-ESRD",2026 (Q1),21150.0,47666,31066183.03,1468.8502615,651.74722087,2026
ARANESP(J0882),DARBEPOETIN ALFA IN POLYSORBAT,J0882,"DARBEPOETIN ALFA, ESRD USE",2025 (Q1-Q4),171.0,365,164272.52,960.6580117,450.06169863,2025
ARANESP(J0882),DARBEPOETIN ALFA IN POLYSORBAT,J0882,"DARBEPOETIN ALFA, ESRD USE",2026 (Q1),42.0,68,25427.97,605.42785714,373.94073529,2026
ARGATROBAN-0.9% NACL*,ARGATROBAN IN 0.9 % SOD CHLOR*,J0883,ARGATROBAN NONESRD USE 1MG,2025 (Q1-Q4),17.0,28,34938.01,2055.1770588,1247.7860714,2025
ARGATROBAN-0.9% NACL*,ARGATROBAN IN 0.9 % SOD CHLOR*,J0883,ARGATROBAN NONESRD USE 1MG,2026 (Q1),600.5,11,6682.12,605.10741214,607.46545455,2026
EPOGEN(J0885)*,EPOETIN ALFA*,J0885,"EPOETIN ALFA, NON-ESRD",2025 (Q1-Q4),22842.0,154613,40461464.56,1771.3626022,261.69510041,2025
EPOGEN(J0885)*,EPOETIN ALFA*,J0885,"EPOETIN ALFA, NON-ESRD",2026 (Q1),10500.0,31448,8748759.21,833.21516286,278.19763451,2026
MIRCERA,METHOXY PEG-EPOETIN BETA,J0888,EPOETIN BETA NON ESRD,2025 (Q1-Q4),121.0,473,71914.42,594.33404959,152.03894292,2025
DECITABINE,DECITABINE,J0893,"INJ, DECITABINE (SUN PHARMA)",2025 (Q1-Q4),600.5,18,1711.03,605.10741214,95.057222222,2025
DACOGEN*,DECITABINE*,J0894,DECITABINE INJECTION,2025 (Q1-Q4),1170.0,21980,1845799.78,1577.6066496,83.97633212,2025
DACOGEN*,DECITABINE*,J0894,DECITABINE INJECTION,2026 (Q1),636.0,4978,156744.46,246.45355346,31.487436722,2026
DEFEROXAMINE MESYLATE*,DEFEROXAMINE MESYLATE*,J0895,DEFEROXAMINE MESYLATE INJ,2025 (Q1-Q4),167.0,3277,356119.81,2132.4539521,108.67250839,2025
DEFEROXAMINE MESYLATE*,DEFEROXAMINE MESYLATE*,J0895,DEFEROXAMINE MESYLATE INJ,2026 (Q1),112.0,762,78594.54,701.73696429,103.14244094,2026
REBLOZYL,LUSPATERCEPT-AAMT,J0896,INJ LUSPATERCEPT-AAMT 0.25MG,2025 (Q1-Q4),8110.0,59349,995928611.4,122802.54148,16780.882768,2025
REBLOZYL,LUSPATERCEPT-AAMT,J0896,INJ LUSPATERCEPT-AAMT 0.25MG,2026 (Q1),5744.0,15092,258350303.85,44977.420587,17118.360976,2026
PROLIA*,DENOSUMAB*,J0897,DENOSUMAB INJECTION,2025 (Q1-Q4),726483.0,1348383,2624947434.9,3613.226235,1946.737266,2025
PROLIA*,DENOSUMAB*,J0897,DENOSUMAB INJECTION,2026 (Q1),244900.0,260340,515933157.07,2106.7095021,1981.7667553,2026
DEPO-ESTRADIOL,ESTRADIOL CYPIONATE,J1000,DEPO-ESTRADIOL CYPIONATE INJ,2025 (Q1-Q4),682.0,3897,139101.77,203.96153959,35.69457788,2025
DEPO-ESTRADIOL,ESTRADIOL CYPIONATE,J1000,DEPO-ESTRADIOL CYPIONATE INJ,2026 (Q1),341.0,810,33623.71,98.603255132,41.510753086,2026
DEPO-MEDROL*,METHYLPREDNISOLONE ACETATE*,J1010,"INJ, METHYLPRED ACETATE 1 MG",2025 (Q1-Q4),1332132.0,2098534,15022931.11,11.277359233,7.1587742252,2025
DEPO-MEDROL*,METHYLPREDNISOLONE ACETATE*,J1010,"INJ, METHYLPRED ACETATE 1 MG",2026 (Q1),375861.0,417801,3088917.14,8.2182432868,7.3932736877,2026
DEPO-TESTOSTERONE*,TESTOSTERONE CYPIONATE*,J1071,INJ TESTOSTERONE CYPIONATE,2025 (Q1-Q4),31209.0,310036,1433564.28,45.934322792,4.6238639384,2025
DEPO-TESTOSTERONE*,TESTOSTERONE CYPIONATE*,J1071,INJ TESTOSTERONE CYPIONATE,2026 (Q1),17900.0,65852,304419.63,17.00668324,4.6227848812,2026
AZMIRO,TESTOSTERONE CYPIONATE,J1072,"INJ, TESTOSTERONE, AZMIRO",2025 (Q1-Q4),29.0,94,6451.99,222.48241379,68.638191489,2025
AZMIRO,TESTOSTERONE CYPIONATE,J1072,"INJ, TESTOSTERONE, AZMIRO",2026 (Q1),19.0,46,2655.16,139.74526316,57.720869565,2026
DEXTENZA,DEXAMETHASONE,J1096,DEXAMETHA OPTH INSERT 0.1 MG,2025 (Q1-Q4),57745.0,94581,39086298.44,676.87762473,413.25740307,2025
DEXTENZA,DEXAMETHASONE,J1096,DEXAMETHA OPTH INSERT 0.1 MG,2026 (Q1),15050.0,21748,8472415.25,562.9511794,389.57215606,2026
DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETHASONE SODIUM PHOSP,J1100,DEXAMETHASONE SODIUM PHOS,2025 (Q1-Q4),1018214.0,1971997,1707269.47,1.6767295186,0.8657566264,2025
DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETHASONE SODIUM PHOSP,J1100,DEXAMETHASONE SODIUM PHOS,2026 (Q1),324955.0,455323,404364.39,1.2443704205,0.8880825041,2026
DIHYDROERGOTAMINE MESYLATE,DIHYDROERGOTAMINE MESYLATE,J1110,INJ DIHYDROERGOTAMINE MESYLT,2025 (Q1-Q4),72.0,200,13171.74,182.94083333,65.8587,2025
DIHYDROERGOTAMINE MESYLATE,DIHYDROERGOTAMINE MESYLATE,J1110,INJ DIHYDROERGOTAMINE MESYLT,2026 (Q1),46.0,94,6522.24,141.78782609,69.385531915,2026
DIGOXIN*,DIGOXIN*,J1160,DIGOXIN INJECTION,2025 (Q1-Q4),22.0,23,194.1,8.8227272727,8.4391304348,2025
DIGIFAB,DIGOXIN IMMUNE FAB,J1162,DIGOXIN IMMUNE FAB (OVINE),2025 (Q1-Q4),16.0,16,192651.1,12040.69375,12040.69375,2025
DILTIAZEM HCL-0.9% NACL*,"DILTIAZEM HCL IN NACL,ISO-OSM*",J1163,"INJ, DILTIAZEM HCL, 0.5 MG",2025 (Q1-Q4),124.0,129,358.61,2.892016129,2.7799224806,2025
DILTIAZEM HCL-0.9% NACL*,"DILTIAZEM HCL IN NACL,ISO-OSM*",J1163,"INJ, DILTIAZEM HCL, 0.5 MG",2026 (Q1),95.0,97,166.44,1.752,1.7158762887,2026
PHENYTOIN SODIUM,PHENYTOIN SODIUM,J1165,PHENYTOIN SODIUM INJECTION,2025 (Q1-Q4),600.5,15,131.91,605.10741214,8.794,2025
DILAUDID*,HYDROMORPHONE HCL*,J1171,"INJ, HYDROMORPHONE, 0.1 MG",2025 (Q1-Q4),44981.0,60379,460958.12,10.247840644,7.6344113019,2025
DILAUDID*,HYDROMORPHONE HCL*,J1171,"INJ, HYDROMORPHONE, 0.1 MG",2026 (Q1),746.0,1926,54468.4,73.013941019,28.280581516,2026
DEXRAZOXANE,DEXRAZOXANE HCL,J1190,DEXRAZOXANE HCL INJECTION,2025 (Q1-Q4),619.0,1993,552117.91,891.95138934,277.02855494,2025
DEXRAZOXANE,DEXRAZOXANE HCL,J1190,DEXRAZOXANE HCL INJECTION,2026 (Q1),272.0,567,142303.92,523.17617647,250.97693122,2026
DIPHENHYDRAMINE HCL,DIPHENHYDRAMINE HCL,J1200,DIPHENHYDRAMINE HCL INJECTIO,2025 (Q1-Q4),90019.0,429105,345714.66,3.8404632356,0.8056644877,2025
DIPHENHYDRAMINE HCL,DIPHENHYDRAMINE HCL,J1200,DIPHENHYDRAMINE HCL INJECTIO,2026 (Q1),39173.0,97723,75717.24,1.9328935747,0.7748149361,2026
QUZYTTIR,CETIRIZINE HCL,J1201,INJ. CETIRIZINE HCL 0.5MG,2025 (Q1-Q4),1514.0,5838,1856181.17,1226.0113408,317.94812778,2025
QUZYTTIR,CETIRIZINE HCL,J1201,INJ. CETIRIZINE HCL 0.5MG,2026 (Q1),737.0,1770,595735.66,808.32518318,336.57381921,2026
POMBILITI,CIPAGLUCOSIDASE ALFA-ATGA,J1203,"INJ, CIPAGLUCOSIDASE, 5 MG",2025 (Q1-Q4),17.0,216,7900847.31,464755.72412,36577.996806,2025
POMBILITI,CIPAGLUCOSIDASE ALFA-ATGA,J1203,"INJ, CIPAGLUCOSIDASE, 5 MG",2026 (Q1),16.0,68,2225098.61,139068.66312,32722.038382,2026
CHLOROTHIAZIDE SODIUM,CHLOROTHIAZIDE SODIUM,J1205,CHLOROTHIAZIDE SODIUM INJ,2025 (Q1-Q4),116.0,251,13592.01,117.1725,54.151434263,2025
CHLOROTHIAZIDE SODIUM,CHLOROTHIAZIDE SODIUM,J1205,CHLOROTHIAZIDE SODIUM INJ,2026 (Q1),24.0,38,2690.2,112.09166667,70.794736842,2026
RIMSO-50,DIMETHYL SULFOXIDE,J1212,DIMETHYL SULFOXIDE 50% 50 ML,2025 (Q1-Q4),728.0,5545,3883844.42,5334.9511264,700.42279892,2025
RIMSO-50,DIMETHYL SULFOXIDE,J1212,DIMETHYL SULFOXIDE 50% 50 ML,2026 (Q1),369.0,1256,909558.18,2464.9273171,724.17052548,2026
METHADONE HCL,METHADONE HCL,J1230,METHADONE INJECTION,2025 (Q1-Q4),23.0,71,1464.58,63.677391304,20.627887324,2025
METHADONE HCL,METHADONE HCL,J1230,METHADONE INJECTION,2026 (Q1),11.0,16,278.72,25.338181818,17.42,2026
DIMENHYDRINATE,DIMENHYDRINATE,J1240,DIMENHYDRINATE INJECTION,2025 (Q1-Q4),51.0,200,1540.33,30.20254902,7.70165,2025
DIMENHYDRINATE,DIMENHYDRINATE,J1240,DIMENHYDRINATE INJECTION,2026 (Q1),26.0,58,52.85,2.0326923077,0.9112068966,2026
DIPYRIDAMOLE,DIPYRIDAMOLE,J1245,DIPYRIDAMOLE INJECTION,2025 (Q1-Q4),2434.0,2464,45021.68,18.496992605,18.271785714,2025
DIPYRIDAMOLE,DIPYRIDAMOLE,J1245,DIPYRIDAMOLE INJECTION,2026 (Q1),96.0,96,2565.88,26.727916667,26.727916667,2026
DOBUTAMINE HCL-D5W*,DOBUTAMINE HCL IN DEXTROSE 5 %*,J1250,INJ DOBUTAMINE HCL/250 MG,2025 (Q1-Q4),3137.0,9055,729747.42,232.62589098,80.590548868,2025
DOBUTAMINE HCL-D5W*,DOBUTAMINE HCL IN DEXTROSE 5 %*,J1250,INJ DOBUTAMINE HCL/250 MG,2026 (Q1),866.0,2155,183525.68,211.92341801,85.162728538,2026
DOPAMINE HCL IN 5% DEXTROSE*,DOPAMINE HCL IN DEXTROSE 5 %*,J1265,DOPAMINE INJECTION,2025 (Q1-Q4),13.0,363,12647.86,972.91230769,34.842589532,2025
DOPAMINE HCL IN 5% DEXTROSE*,DOPAMINE HCL IN DEXTROSE 5 %*,J1265,DOPAMINE INJECTION,2026 (Q1),600.5,74,3111.84,605.10741214,42.051891892,2026
DOXERCALCIFEROL*,DOXERCALCIFEROL*,J1270,"INJECTION, DOXERCALCIFEROL",2025 (Q1-Q4),600.5,42,76.73,605.10741214,1.8269047619,2025
DOXERCALCIFEROL*,DOXERCALCIFEROL*,J1270,"INJECTION, DOXERCALCIFEROL",2026 (Q1),600.5,17,40.18,605.10741214,2.3635294118,2026
DOXY 100*,DOXYCYCLINE HYCLATE*,J1271,INJ DOXYCYCLINE HYCLATE 1 MG,2025 (Q1-Q4),74.0,93,8640.25,116.76013514,92.905913978,2025
DOXY 100*,DOXYCYCLINE HYCLATE*,J1271,INJ DOXYCYCLINE HYCLATE 1 MG,2026 (Q1),33.0,33,1271.08,38.517575758,38.517575758,2026
SOLIRIS(J1299),ECULIZUMAB,J1299,"INJ, ECULIZUMAB, 2 MG",2025 (Q1-Q4),674.0,7532,201272705.89,298624.19272,26722.345445,2025
SOLIRIS(J1299),ECULIZUMAB,J1299,"INJ, ECULIZUMAB, 2 MG",2026 (Q1),443.0,1976,52786304.95,119156.44458,26713.71708,2026
SOLIRIS(J1300),ECULIZUMAB,J1300,ECULIZUMAB INJECTION,2025 (Q1-Q4),546.0,2567,69711170.38,127676.13623,27156.669412,2025
EDARAVONE*,EDARAVONE*,J1301,"INJECTION, EDARAVONE, 1 MG",2025 (Q1-Q4),16.0,635,1119912.35,69994.521875,1763.6414961,2025
EDARAVONE*,EDARAVONE*,J1301,"INJECTION, EDARAVONE, 1 MG",2026 (Q1),600.5,53,108310.47,605.10741214,2043.5937736,2026
ENJAYMO,SUTIMLIMAB-JOME,J1302,"INJ, SUTIMLIMAB-JOME, 10 MG",2025 (Q1-Q4),230.0,3189,42841383.76,186266.88591,13434.112186,2025
ENJAYMO,SUTIMLIMAB-JOME,J1302,"INJ, SUTIMLIMAB-JOME, 10 MG",2026 (Q1),212.0,892,12531598.27,59111.312594,14048.876984,2026
ULTOMIRIS,RAVULIZUMAB-CWVZ,J1303,"INJ., RAVULIZUMAB-CWVZ 10 MG",2025 (Q1-Q4),2050.0,12868,726554991.47,354417.06901,56462.153518,2025
ULTOMIRIS,RAVULIZUMAB-CWVZ,J1303,"INJ., RAVULIZUMAB-CWVZ 10 MG",2026 (Q1),1624.0,3104,178930309.88,110178.76224,57645.074059,2026
QALSODY,TOFERSEN,J1304,INJ TOFERSEN INTRATHEC 1 MG,2025 (Q1-Q4),82.0,649,9991826.34,121851.54073,15395.726256,2025
QALSODY,TOFERSEN,J1304,INJ TOFERSEN INTRATHEC 1 MG,2026 (Q1),67.0,172,2718644.2,40576.779104,15806.07093,2026
EVKEEZA,EVINACUMAB-DGNB,J1305,"INJ, EVINACUMAB-DGNB, 5MG",2025 (Q1-Q4),90.0,767,32672586.13,363028.73478,42597.895867,2025
EVKEEZA,EVINACUMAB-DGNB,J1305,"INJ, EVINACUMAB-DGNB, 5MG",2026 (Q1),82.0,214,9248964.48,112792.24976,43219.460187,2026
LEQVIO,INCLISIRAN SODIUM,J1306,"INJECTION, INCLISIRAN, 1 MG",2025 (Q1-Q4),72216.0,131882,451040929.43,6245.7201926,3420.0340413,2025
LEQVIO,INCLISIRAN SODIUM,J1306,"INJECTION, INCLISIRAN, 1 MG",2026 (Q1),38753.0,38806,137066930.33,3536.9372779,3532.1066415,2026
FAMOTIDINE,FAMOTIDINE,J1308,"INJ, FAMOTIDINE, 0.25 MG",2025 (Q1-Q4),38334.0,161893,112587.92,2.9370250952,0.6954464986,2025
FAMOTIDINE,FAMOTIDINE,J1308,"INJ, FAMOTIDINE, 0.25 MG",2026 (Q1),19055.0,51954,37833.64,1.98549672,0.7282141895,2026
VIMIZIM,ELOSULFASE ALFA,J1322,"ELOSULFASE ALFA, INJECTION",2025 (Q1-Q4),600.5,14,888224.17,605.10741214,63444.583571,2025
ELREXFIO,ELRANATAMAB-BCMM,J1323,"INJ, ELRANATAMAB-BCMM, 1 MG",2025 (Q1-Q4),483.0,4880,69529264.62,143952.92882,14247.800127,2025
ELREXFIO,ELRANATAMAB-BCMM,J1323,"INJ, ELRANATAMAB-BCMM, 1 MG",2026 (Q1),296.0,1174,16817420.09,56815.608412,14324.889344,2026
EPOPROSTENOL SODIUM*,EPOPROSTENOL SODIUM*,J1325,EPOPROSTENOL INJECTION,2025 (Q1-Q4),203.0,3067,8025358.03,39533.783399,2616.6801532,2025
EPOPROSTENOL SODIUM*,EPOPROSTENOL SODIUM*,J1325,EPOPROSTENOL INJECTION,2026 (Q1),144.0,622,1498822.3,10408.488194,2409.6821543,2026
VYLOY,ZOLBETUXIMAB-CLZB,J1326,"INJ, ZOLBETUXIMAB-CLZB, 2 MG",2025 (Q1-Q4),335.0,1343,21541015.96,64301.540179,16039.475771,2025
VYLOY,ZOLBETUXIMAB-CLZB,J1326,"INJ, ZOLBETUXIMAB-CLZB, 2 MG",2026 (Q1),278.0,834,12349845.75,44423.905576,14807.968525,2026
ERTAPENEM,ERTAPENEM SODIUM,J1335,ERTAPENEM INJECTION,2025 (Q1-Q4),6970.0,63490,1318072.44,189.10651937,20.76031564,2025
ERTAPENEM,ERTAPENEM SODIUM,J1335,ERTAPENEM INJECTION,2026 (Q1),1873.0,12875,254679.85,135.97429258,19.780959223,2026
DELESTROGEN*,ESTRADIOL VALERATE*,J1380,ESTRADIOL VALERATE 10 MG INJ,2025 (Q1-Q4),426.0,2808,25288.14,59.361830986,9.0057478632,2025
DELESTROGEN*,ESTRADIOL VALERATE*,J1380,ESTRADIOL VALERATE 10 MG INJ,2026 (Q1),237.0,557,5069.14,21.388776371,9.1007899461,2026
PREMARIN,"ESTROGENS, CONJUGATED",J1410,INJ ESTROGEN CONJUGATE 25 MG,2025 (Q1-Q4),99.0,209,27244.92,275.20121212,130.3584689,2025
PREMARIN,"ESTROGENS, CONJUGATED",J1410,INJ ESTROGEN CONJUGATE 25 MG,2026 (Q1),41.0,44,6201.05,151.24512195,140.93295455,2026
ETHAMOLIN,ETHANOLAMINE OLEATE,J1430,ETHANOLAMINE OLEATE 100 MG,2025 (Q1-Q4),19.0,20,17503.04,921.21263158,875.152,2025
FOCINVEZ,FOSAPREPITANT DIMEGLUMINE,J1434,"INJ, FOCINVEZ, 1MG",2025 (Q1-Q4),6684.0,31268,13542194.68,2026.0614423,433.10076372,2025
FOCINVEZ,FOSAPREPITANT DIMEGLUMINE,J1434,"INJ, FOCINVEZ, 1MG",2026 (Q1),3548.0,9640,3771203.16,1062.9095716,391.2036473,2026
MONOFERRIC,FERRIC DERISOMALTOSE,J1437,INJ. FE DERISOMALTOSE 10 MG,2025 (Q1-Q4),52940.0,69877,141053909.0,2664.4108236,2018.6028164,2025
MONOFERRIC,FERRIC DERISOMALTOSE,J1437,INJ. FE DERISOMALTOSE 10 MG,2026 (Q1),17255.0,18337,41017026.6,2377.1096262,2236.844991,2026
INJECTAFER,FERRIC CARBOXYMALTOSE,J1439,INJ FERRIC CARBOXYMALTOS 1MG,2025 (Q1-Q4),66126.0,133703,118865484.79,1797.5604874,889.02631048,2025
INJECTAFER,FERRIC CARBOXYMALTOSE,J1439,INJ FERRIC CARBOXYMALTOS 1MG,2026 (Q1),18538.0,29106,25648270.21,1383.5510956,881.20216485,2026
REBYOTA,"FECAL MICROBIOTA, LIVE-JSLM",J1440,FECAL MICROBIOTA JSLM 1 ML,2025 (Q1-Q4),565.0,595,5481876.67,9702.4365841,9213.2381008,2025
REBYOTA,"FECAL MICROBIOTA, LIVE-JSLM",J1440,FECAL MICROBIOTA JSLM 1 ML,2026 (Q1),92.0,95,905212.87,9839.2703261,9528.5565263,2026
NEUPOGEN,FILGRASTIM,J1442,INJ FILGRASTIM EXCL BIOSIMIL,2025 (Q1-Q4),3162.0,15805,7376341.32,2332.8087666,466.70935274,2025
NEUPOGEN,FILGRASTIM,J1442,INJ FILGRASTIM EXCL BIOSIMIL,2026 (Q1),1100.0,3828,1772792.66,1611.6296909,463.11198015,2026
GRANIX,TBO-FILGRASTIM,J1447,INJ TBO FILGRASTIM 1 MICROG,2025 (Q1-Q4),2581.0,11037,2034628.41,788.31011623,184.34614569,2025
GRANIX,TBO-FILGRASTIM,J1447,INJ TBO FILGRASTIM 1 MICROG,2026 (Q1),795.0,2295,308652.74,388.24244025,134.48921133,2026
COSELA,TRILACICLIB DIHYDROCHLORIDE,J1448,"INJECTION, TRILACICLIB, 1MG",2025 (Q1-Q4),808.0,6380,21475398.17,26578.463082,3366.0498699,2025
COSELA,TRILACICLIB DIHYDROCHLORIDE,J1448,"INJECTION, TRILACICLIB, 1MG",2026 (Q1),308.0,1527,5141371.3,16692.763961,3366.9753111,2026
ROLVEDON,EFLAPEGRASTIM-XNST,J1449,INJ EFLAPEGRASTIM-XNST 0.1MG,2025 (Q1-Q4),7175.0,25911,72281337.79,10074.054047,2789.6004705,2025
ROLVEDON,EFLAPEGRASTIM-XNST,J1449,INJ EFLAPEGRASTIM-XNST 0.1MG,2026 (Q1),3167.0,6822,20720852.73,6542.7384686,3037.3574802,2026
FLUCONAZOLE-NACL,"FLUCONAZOLE IN NACL,ISO-OSM",J1450,FLUCONAZOLE,2025 (Q1-Q4),32.0,128,477.33,14.9165625,3.729140625,2025
FLUCONAZOLE-NACL,"FLUCONAZOLE IN NACL,ISO-OSM",J1450,FLUCONAZOLE,2026 (Q1),600.5,38,308.26,605.10741214,8.1121052632,2026
EMEND*,FOSAPREPITANT DIMEGLUMINE*,J1453,FOSAPREPITANT INJECTION,2025 (Q1-Q4),18001.0,87297,1508784.05,83.816679629,17.283343643,2025
EMEND*,FOSAPREPITANT DIMEGLUMINE*,J1453,FOSAPREPITANT INJECTION,2026 (Q1),7087.0,19071,297287.33,41.948261606,15.588450003,2026
AKYNZEO,FOSNETUPITANT,J1454,"INJ FOSNETUPITANT, PALONOSET",2025 (Q1-Q4),8697.0,41780,25384418.16,2918.7556813,607.57343609,2025
AKYNZEO,FOSNETUPITANT,J1454,"INJ FOSNETUPITANT, PALONOSET",2026 (Q1),4114.0,11028,5945011.95,1445.0685343,539.08341948,2026
FOSCARNET SODIUM,FOSCARNET SODIUM,J1455,FOSCARNET SODIUM INJECTION,2025 (Q1-Q4),105.0,568,172006.81,1638.1600952,302.82889085,2025
FOSCARNET SODIUM,FOSCARNET SODIUM,J1455,FOSCARNET SODIUM INJECTION,2026 (Q1),23.0,97,12564.39,546.27782609,129.52979381,2026
