Brnd_Name,Gnrc_Name,HCPCS_Cd,HCPCS_Desc,Year,Tot_Benes,Tot_Clms,Tot_Spndng,Avg_Spnd_Per_Bene,Avg_Spnd_Per_Clm,Year_Value
LEUKINE,SARGRAMOSTIM,J2820,SARGRAMOSTIM INJECTION,2025 (Q1-Q4),132.0,1749,917413.69,6950.1037121,524.53612922,2025
LEUKINE,SARGRAMOSTIM,J2820,SARGRAMOSTIM INJECTION,2026 (Q1),52.0,392,227489.8,4374.8038462,580.33112245,2026
SYLVANT,SILTUXIMAB,J2860,"INJECTION, SILTUXIMAB",2025 (Q1-Q4),91.0,816,13614702.2,149612.11209,16684.684069,2025
SYLVANT,SILTUXIMAB,J2860,"INJECTION, SILTUXIMAB",2026 (Q1),77.0,202,3353637.73,43553.736753,16602.16698,2026
FERRLECIT*,SODIUM FERRIC GLUCONAT*,J2916,NA FERRIC GLUCONATE COMPLEX,2025 (Q1-Q4),2039.0,11553,213000.47,104.46320255,18.436810352,2025
FERRLECIT*,SODIUM FERRIC GLUCONAT*,J2916,NA FERRIC GLUCONATE COMPLEX,2026 (Q1),668.0,2139,42059.64,62.963532934,19.663225806,2026
METHYLPREDNISOLONE SODIUM SUCC*,METHYLPREDNISOLONE SOD SUCC*,J2919,"INJ, METHYLPRED SOD SUCC 5MG",2025 (Q1-Q4),327508.0,587685,3666069.5,11.193831906,6.238153943,2025
METHYLPREDNISOLONE SODIUM SUCC*,METHYLPREDNISOLONE SOD SUCC*,J2919,"INJ, METHYLPRED SOD SUCC 5MG",2026 (Q1),41366.0,61362,358457.66,8.6655141904,5.8416880154,2026
ACTIVASE*,ALTEPLASE*,J2997,ALTEPLASE RECOMBINANT,2025 (Q1-Q4),37388.0,57644,15805083.8,422.73145929,274.18436958,2025
ACTIVASE*,ALTEPLASE*,J2997,ALTEPLASE RECOMBINANT,2026 (Q1),11054.0,13490,3490673.44,315.78373801,258.76007709,2026
STREPTOMYCIN SULFATE,STREPTOMYCIN SULFATE,J3000,STREPTOMYCIN INJECTION,2025 (Q1-Q4),114.0,159,4712.15,41.334649123,29.636163522,2025
STREPTOMYCIN SULFATE,STREPTOMYCIN SULFATE,J3000,STREPTOMYCIN INJECTION,2026 (Q1),29.0,32,1066.88,36.788965517,33.34,2026
FENTANYL CITRATE,FENTANYL CITRATE,J3010,FENTANYL CITRATE INJECTION,2025 (Q1-Q4),38620.0,52552,219161.05,5.6748070948,4.1703655427,2025
FENTANYL CITRATE,FENTANYL CITRATE,J3010,FENTANYL CITRATE INJECTION,2026 (Q1),10615.0,11877,57111.33,5.3802477626,4.8085652943,2026
VYEPTI,EPTINEZUMAB-JJMR,J3032,INJ. EPTINEZUMAB-JJMR 1 MG,2025 (Q1-Q4),8418.0,24066,107427210.83,12761.607369,4463.8581746,2025
VYEPTI,EPTINEZUMAB-JJMR,J3032,INJ. EPTINEZUMAB-JJMR 1 MG,2026 (Q1),6571.0,6673,31966867.17,4864.8405372,4790.4791203,2026
TALVEY,TALQUETAMAB-TGVS,J3055,INJ TALQUETAMAB-TGVS 0.25 MG,2025 (Q1-Q4),990.0,7624,137208069.54,138594.00964,17996.861167,2025
TALVEY,TALQUETAMAB-TGVS,J3055,INJ TALQUETAMAB-TGVS 0.25 MG,2026 (Q1),640.0,2180,40405817.84,63134.090375,18534.778826,2026
ELELYSO,TALIGLUCERASE ALFA,J3060,"INJ, TALIGLUCERASE ALFA 10 U",2025 (Q1-Q4),600.5,172,4244744.88,605.10741214,24678.749302,2025
ELELYSO,TALIGLUCERASE ALFA,J3060,"INJ, TALIGLUCERASE ALFA 10 U",2026 (Q1),11.0,41,871526.96,79229.723636,21256.755122,2026
SIVEXTRO,TEDIZOLID PHOSPHATE,J3090,INJ TEDIZOLID PHOSPHATE,2025 (Q1-Q4),15.0,135,48405.18,3227.012,358.55688889,2025
SIVEXTRO,TEDIZOLID PHOSPHATE,J3090,INJ TEDIZOLID PHOSPHATE,2026 (Q1),600.5,58,21263.81,605.10741214,366.61741379,2026
VIBATIV,TELAVANCIN HCL,J3095,TELAVANCIN INJECTION,2025 (Q1-Q4),123.0,1010,993544.07,8077.594065,983.707,2025
VIBATIV,TELAVANCIN HCL,J3095,TELAVANCIN INJECTION,2026 (Q1),24.0,131,109166.23,4548.5929167,833.33,2026
TNKASE,TENECTEPLASE,J3101,TENECTEPLASE INJECTION,2025 (Q1-Q4),4557.0,4568,34896132.45,7657.6985846,7639.2584173,2025
TNKASE,TENECTEPLASE,J3101,TENECTEPLASE INJECTION,2026 (Q1),1067.0,1069,8358200.91,7833.3654264,7818.7099252,2026
TERBUTALINE SULFATE,TERBUTALINE SULFATE,J3105,TERBUTALINE SULFATE INJ,2025 (Q1-Q4),16.0,30,87.53,5.470625,2.9176666667,2025
EVENITY (2 SYRINGES),ROMOSOZUMAB-AQQG,J3111,INJ. ROMOSOZUMAB-AQQG 1 MG,2025 (Q1-Q4),68516.0,377775,911554619.83,13304.259149,2412.9564419,2025
EVENITY (2 SYRINGES),ROMOSOZUMAB-AQQG,J3111,INJ. ROMOSOZUMAB-AQQG 1 MG,2026 (Q1),47458.0,106087,263637298.62,5555.1708589,2485.1046652,2026
TESTOSTERONE ENANTHATE,TESTOSTERONE ENANTHATE,J3121,INJ TESTOSTERO ENANTHATE 1MG,2025 (Q1-Q4),382.0,2829,15257.2,39.940314136,5.3931424532,2025
TESTOSTERONE ENANTHATE,TESTOSTERONE ENANTHATE,J3121,INJ TESTOSTERO ENANTHATE 1MG,2026 (Q1),172.0,558,3146.0,18.290697674,5.6379928315,2026
AVEED,TESTOSTERONE UNDECANOATE,J3145,TESTOSTERONE UNDECANOATE 1MG,2025 (Q1-Q4),3901.0,14924,21447703.54,5498.0014201,1437.128353,2025
AVEED,TESTOSTERONE UNDECANOATE,J3145,TESTOSTERONE UNDECANOATE 1MG,2026 (Q1),2712.0,3421,5118264.61,1887.2657117,1496.1311342,2026
CHLORPROMAZINE HCL,CHLORPROMAZINE HCL,J3230,CHLORPROMAZINE HCL INJECTION,2025 (Q1-Q4),14.0,14,462.84,33.06,33.06,2025
THYROGEN,THYROTROPIN ALFA,J3240,THYROTROPIN INJECTION,2025 (Q1-Q4),2863.0,4904,12546072.48,4382.1419769,2558.3345188,2025
THYROGEN,THYROTROPIN ALFA,J3240,THYROTROPIN INJECTION,2026 (Q1),732.0,1175,3031868.83,4141.8973087,2580.3138979,2026
TEPEZZA,TEPROTUMUMAB-TRBW,J3241,INJ. TEPROTUMUMAB-TRBW 10 MG,2025 (Q1-Q4),813.0,4331,220661082.49,271415.84562,50949.222464,2025
TEPEZZA,TEPROTUMUMAB-TRBW,J3241,INJ. TEPROTUMUMAB-TRBW 10 MG,2026 (Q1),363.0,985,50563326.91,139292.9116,51333.326812,2026
TIGECYCLINE*,TIGECYCLINE*,J3243,TIGECYCLINE INJECTION,2025 (Q1-Q4),31.0,490,15615.26,503.71806452,31.867877551,2025
TIGECYCLINE*,TIGECYCLINE*,J3243,TIGECYCLINE INJECTION,2026 (Q1),600.5,28,940.1,605.10741214,33.575,2026
ILUMYA,TILDRAKIZUMAB-ASMN,J3245,"INJ., TILDRAKIZUMAB, 1 MG",2025 (Q1-Q4),10291.0,35096,443363996.96,43082.69332,12632.892551,2025
ILUMYA,TILDRAKIZUMAB-ASMN,J3245,"INJ., TILDRAKIZUMAB, 1 MG",2026 (Q1),7966.0,8549,103486369.51,12991.007973,12105.084748,2026
COSENTYX,SECUKINUMAB,J3247,INJ SECUKINUMAB INTRAV 1MG,2025 (Q1-Q4),6301.0,43535,176030811.87,27936.964271,4043.4319943,2025
COSENTYX,SECUKINUMAB,J3247,INJ SECUKINUMAB INTRAV 1MG,2026 (Q1),4951.0,12030,48680222.28,9832.4019956,4046.5687681,2026
TIGAN,TRIMETHOBENZAMIDE HCL,J3250,TRIMETHOBENZAMIDE HCL INJ,2025 (Q1-Q4),193.0,257,10827.55,56.101295337,42.130544747,2025
TIGAN,TRIMETHOBENZAMIDE HCL,J3250,TRIMETHOBENZAMIDE HCL INJ,2026 (Q1),30.0,31,1366.63,45.554333333,44.08483871,2026
TOBRAMYCIN SULFATE,TOBRAMYCIN SULFATE,J3260,TOBRAMYCIN SULFATE INJECTION,2025 (Q1-Q4),6112.0,10305,61812.27,10.113264071,5.998279476,2025
TOBRAMYCIN SULFATE,TOBRAMYCIN SULFATE,J3260,TOBRAMYCIN SULFATE INJECTION,2026 (Q1),1341.0,1945,12254.27,9.138158091,6.3003958869,2026
ACTEMRA(J3262),TOCILIZUMAB,J3262,TOCILIZUMAB INJECTION,2025 (Q1-Q4),20558.0,159816,458896264.05,22322.028604,2871.4037646,2025
ACTEMRA(J3262),TOCILIZUMAB,J3262,TOCILIZUMAB INJECTION,2026 (Q1),15087.0,36246,99701280.47,6608.4231769,2750.6836746,2026
LOQTORZI,TORIPALIMAB-TPZI,J3263,"INJ, TORIPALIMAB-TPZI, 1 MG",2025 (Q1-Q4),115.0,713,6872146.72,59757.797565,9638.354446,2025
LOQTORZI,TORIPALIMAB-TPZI,J3263,"INJ, TORIPALIMAB-TPZI, 1 MG",2026 (Q1),82.0,234,2346830.02,28619.878293,10029.18812,2026
REMODULIN*,TREPROSTINIL SODIUM*,J3285,TREPROSTINIL INJECTION,2025 (Q1-Q4),841.0,11818,111148523.39,132162.33459,9405.0197487,2025
REMODULIN*,TREPROSTINIL SODIUM*,J3285,TREPROSTINIL INJECTION,2026 (Q1),631.0,2534,22851092.09,36214.09206,9017.7948264,2026
XIPERE,TRIAMCINOLONE ACETONIDE,J3299,INJ XIPERE 1 MG,2025 (Q1-Q4),1329.0,2142,3458444.89,2602.2911136,1614.5867834,2025
XIPERE,TRIAMCINOLONE ACETONIDE,J3299,INJ XIPERE 1 MG,2026 (Q1),452.0,487,787567.58,1742.4061504,1617.1818891,2026
TRIESENCE,TRIAMCINOLONE ACETONIDE,J3300,TRIAMCINOLONE A INJ PRS-FREE,2025 (Q1-Q4),14818.0,26871,15683469.52,1058.4066352,583.65782889,2025
TRIESENCE,TRIAMCINOLONE ACETONIDE,J3300,TRIAMCINOLONE A INJ PRS-FREE,2026 (Q1),7244.0,9687,7370815.85,1017.5063294,760.89768246,2026
KENALOG-10*,TRIAMCINOLONE ACETONIDE*,J3301,TRIAMCINOLONE ACET INJ NOS,2025 (Q1-Q4),2224990.0,3712172,15657934.2,7.0373054261,4.2179980346,2025
KENALOG-10*,TRIAMCINOLONE ACETONIDE*,J3301,TRIAMCINOLONE ACET INJ NOS,2026 (Q1),728870.0,813059,2920813.06,4.0073168878,3.5923752889,2026
ZILRETTA,TRIAMCINOLONE ACETONIDE,J3304,INJ TRIAMCINOLONE ACE XR 1MG,2025 (Q1-Q4),48925.0,88459,65897963.81,1346.9180135,744.9548809,2025
ZILRETTA,TRIAMCINOLONE ACETONIDE,J3304,INJ TRIAMCINOLONE ACE XR 1MG,2026 (Q1),19542.0,20149,15397331.21,787.90969246,764.17346816,2026
TRELSTAR,TRIPTORELIN PAMOATE,J3315,TRIPTORELIN PAMOATE,2025 (Q1-Q4),4247.0,9632,15789894.67,3717.8937297,1639.3163071,2025
TRELSTAR,TRIPTORELIN PAMOATE,J3315,TRIPTORELIN PAMOATE,2026 (Q1),2178.0,2409,3849085.85,1767.2570478,1597.7940432,2026
STELARA(J3357)*,USTEKINUMAB*,J3357,"USTEKINUMAB SUB CU INJ, 1 MG",2025 (Q1-Q4),230.0,965,10542699.99,45837.826043,10925.07771,2025
STELARA(J3357)*,USTEKINUMAB*,J3357,"USTEKINUMAB SUB CU INJ, 1 MG",2026 (Q1),17.0,19,94570.44,5562.9670588,4977.3915789,2026
STELARA(J3358)*,USTEKINUMAB*,J3358,"USTEKINUMAB, IV INJECT, 1 MG",2025 (Q1-Q4),1032.0,1252,5855626.8,5674.0569767,4677.0182109,2025
STELARA(J3358)*,USTEKINUMAB*,J3358,"USTEKINUMAB, IV INJECT, 1 MG",2026 (Q1),155.0,173,742104.2,4787.7690323,4289.6196532,2026
DIAZEPAM,DIAZEPAM,J3360,DIAZEPAM INJECTION,2025 (Q1-Q4),987.0,1862,20536.94,20.807436677,11.029505908,2025
DIAZEPAM,DIAZEPAM,J3360,DIAZEPAM INJECTION,2026 (Q1),271.0,361,3867.43,14.27095941,10.713102493,2026
VANCOMYCIN HCL-0.9% NACL(J3370)*,VANCOMYCIN*,J3370,VANCOMYCIN HCL INJECTION,2025 (Q1-Q4),2477.0,7348,62420.15,25.199899071,8.4948489385,2025
VANCOMYCIN HCL(J3371),VANCOMYCIN HCL,J3371,"INJ, VANCOMYCIN HCL (MYLAN)",2025 (Q1-Q4),12.0,17,1644.16,137.01333333,96.715294118,2025
VANCOMYCIN HCL(J3372),VANCOMYCIN,J3372,"INJ, VANCOMYCIN HCL (XELLIA)",2025 (Q1-Q4),13.0,18,668.22,51.401538462,37.123333333,2025
VANCOMYCIN HCL-0.9% NACL(J3373)*,VANCOMYCIN*,J3373,"INJ, VANCOMYCIN HCL, 10 MG",2025 (Q1-Q4),2309.0,6449,61741.37,26.739441317,9.5737897348,2025
VANCOMYCIN HCL-0.9% NACL(J3373)*,VANCOMYCIN*,J3373,"INJ, VANCOMYCIN HCL, 10 MG",2026 (Q1),1131.0,2740,16040.79,14.182838196,5.8543029197,2026
VANCOMYCIN HCL(J3374),VANCOMYCIN HCL,J3374,"INJ, VANCOMYCIN (MYLAN) 10MG",2025 (Q1-Q4),49.0,94,3453.41,70.477755102,36.738404255,2025
VANCOMYCIN HCL(J3374),VANCOMYCIN HCL,J3374,"INJ, VANCOMYCIN (MYLAN) 10MG",2026 (Q1),32.0,38,1127.72,35.24125,29.676842105,2026
TYZAVAN*,VANCOMYCIN*,J3375,INJ VANCOMYCIN (XELLIA) 10MG,2025 (Q1-Q4),29.0,90,5115.28,176.38896552,56.836444444,2025
TYZAVAN*,VANCOMYCIN*,J3375,INJ VANCOMYCIN (XELLIA) 10MG,2026 (Q1),12.0,35,1109.67,92.4725,31.704857143,2026
VALPROATE SODIUM,VALPROIC ACID (AS SODIUM SALT),J3379,"INJ, VALPROATE SOD, 5 MG",2026 (Q1),52.0,79,414.28,7.9669230769,5.2440506329,2026
ENTYVIO,VEDOLIZUMAB,J3380,INJ VEDOLIZUMAB IV 1 MG,2025 (Q1-Q4),20313.0,120982,764949801.11,37658.140162,6322.8397705,2025
ENTYVIO,VEDOLIZUMAB,J3380,INJ VEDOLIZUMAB IV 1 MG,2026 (Q1),16201.0,28749,180784149.9,11158.826609,6288.36307,2026
VPRIV,VELAGLUCERASE ALFA,J3385,VELAGLUCERASE ALFA,2025 (Q1-Q4),107.0,1992,32291882.52,301793.29458,16210.784398,2025
VPRIV,VELAGLUCERASE ALFA,J3385,VELAGLUCERASE ALFA,2026 (Q1),94.0,474,7610526.39,80963.046702,16055.962848,2026
VISUDYNE,VERTEPORFIN,J3396,VERTEPORFIN INJECTION,2025 (Q1-Q4),806.0,901,1487400.51,1845.410062,1650.8329745,2025
VISUDYNE,VERTEPORFIN,J3396,VERTEPORFIN INJECTION,2026 (Q1),188.0,190,317817.34,1690.517766,1672.7228421,2026
HYDROXYZINE HCL,HYDROXYZINE HCL,J3410,HYDROXYZINE HCL INJECTION,2025 (Q1-Q4),122.0,165,3245.88,26.60557377,19.672,2025
HYDROXYZINE HCL,HYDROXYZINE HCL,J3410,HYDROXYZINE HCL INJECTION,2026 (Q1),17.0,20,391.37,23.021764706,19.5685,2026
THIAMINE HCL,THIAMINE HCL,J3411,THIAMINE HCL 100 MG,2025 (Q1-Q4),3666.0,30852,131962.24,35.99624659,4.2772669519,2025
THIAMINE HCL,THIAMINE HCL,J3411,THIAMINE HCL 100 MG,2026 (Q1),1649.0,6638,23626.6,14.327835052,3.5592949684,2026
PYRIDOXINE HCL,PYRIDOXINE HCL (VITAMIN B6),J3415,PYRIDOXINE HCL 100 MG,2025 (Q1-Q4),5706.0,56044,1162925.01,203.80739748,20.750214296,2025
PYRIDOXINE HCL,PYRIDOXINE HCL (VITAMIN B6),J3415,PYRIDOXINE HCL 100 MG,2026 (Q1),2656.0,12475,283322.57,106.67265437,22.711228056,2026
CYANOCOBALAMIN INJECTION*,CYANOCOBALAMIN (VITAMIN B-12)*,J3420,VITAMIN B12 INJECTION,2025 (Q1-Q4),360124.0,1519926,1434007.36,3.9819822061,0.9434718269,2025
CYANOCOBALAMIN INJECTION*,CYANOCOBALAMIN (VITAMIN B-12)*,J3420,VITAMIN B12 INJECTION,2026 (Q1),171340.0,343052,219224.56,1.2794709934,0.6390417779,2026
HYDROXOCOBALAMIN,HYDROXOCOBALAMIN,J3425,HYDROXOCOBALAMIN IM 10MCG,2025 (Q1-Q4),603.0,3747,76.01,0.126053068,0.0202855618,2025
HYDROXOCOBALAMIN,HYDROXOCOBALAMIN,J3425,HYDROXOCOBALAMIN IM 10MCG,2026 (Q1),281.0,1171,20.01,0.0712099644,0.017087959,2026
PHYTONADIONE*,PHYTONADIONE (VIT K1)*,J3430,VITAMIN K PHYTONADIONE INJ,2025 (Q1-Q4),166.0,335,5772.38,34.773373494,17.230985075,2025
PHYTONADIONE*,PHYTONADIONE (VIT K1)*,J3430,VITAMIN K PHYTONADIONE INJ,2026 (Q1),21.0,39,874.12,41.624761905,22.413333333,2026
VFEND IV*,VORICONAZOLE*,J3465,"INJECTION, VORICONAZOLE",2025 (Q1-Q4),64.0,341,4281.63,66.90046875,12.556099707,2025
VFEND IV*,VORICONAZOLE*,J3465,"INJECTION, VORICONAZOLE",2026 (Q1),12.0,28,119.85,9.9875,4.2803571429,2026
AMPHADASE,HYALURONIDASE,J3470,HYALURONIDASE INJECTION,2025 (Q1-Q4),136.0,168,9781.01,71.919191176,58.220297619,2025
AMPHADASE,HYALURONIDASE,J3470,HYALURONIDASE INJECTION,2026 (Q1),43.0,45,1403.82,32.646976744,31.196,2026
HYLENEX,"HYALURONIDASE, HUMAN RECOMB.",J3473,HYALURONIDASE RECOMBINANT,2025 (Q1-Q4),401.0,456,28096.45,70.0659601,61.61502193,2025
HYLENEX,"HYALURONIDASE, HUMAN RECOMB.",J3473,HYALURONIDASE RECOMBINANT,2026 (Q1),101.0,109,6015.69,59.561287129,55.189816514,2026
MAGNESIUM SULFATE-D5W*,MAGNESIUM SULFATE*,J3475,INJ MAGNESIUM SULFATE,2025 (Q1-Q4),19451.0,112184,203737.12,10.474377667,1.8160978393,2025
MAGNESIUM SULFATE-D5W*,MAGNESIUM SULFATE*,J3475,INJ MAGNESIUM SULFATE,2026 (Q1),7821.0,26029,38597.85,4.935155351,1.4828787122,2026
POTASSIUM CHLORIDE-0.45% NACL*,POTASSIUM CHLORIDE-0.45% NACL*,J3480,INJ POTASSIUM CHLORIDE,2025 (Q1-Q4),10622.0,37686,58968.42,5.5515364338,1.5647301385,2025
POTASSIUM CHLORIDE-0.45% NACL*,POTASSIUM CHLORIDE-0.45% NACL*,J3480,INJ POTASSIUM CHLORIDE,2026 (Q1),3352.0,8536,11681.73,3.4850029833,1.3685250703,2026
RECLAST*,ZOLEDRONIC ACID*,J3489,ZOLEDRONIC ACID 1MG,2025 (Q1-Q4),103151.0,147102,4161044.53,40.339352309,28.2867978,2025
RECLAST*,ZOLEDRONIC ACID*,J3489,ZOLEDRONIC ACID 1MG,2026 (Q1),30769.0,34241,779543.2,25.335344015,22.766367805,2026
SODIUM CHLORIDE(J7030),0.9 % SODIUM CHLORIDE,J7030,NORMAL SALINE SOLUTION INFUS,2025 (Q1-Q4),80269.0,252743,618429.4,7.704461249,2.4468705365,2025
SODIUM CHLORIDE(J7030),0.9 % SODIUM CHLORIDE,J7030,NORMAL SALINE SOLUTION INFUS,2026 (Q1),24633.0,59637,124558.11,5.0565546219,2.0886045576,2026
SODIUM CHLORIDE(J7040),0.9 % SODIUM CHLORIDE,J7040,NORMAL SALINE SOLUTION INFUS,2025 (Q1-Q4),52685.0,172203,253258.2,4.8070266679,1.4706956325,2025
SODIUM CHLORIDE(J7040),0.9 % SODIUM CHLORIDE,J7040,NORMAL SALINE SOLUTION INFUS,2026 (Q1),17657.0,40325,60184.29,3.4085229654,1.4924808431,2026
DEXTROSE 5%-0.9% NACL,DEXTROSE 5 % AND 0.9 % NACL,J7042,5% DEXTROSE/NORMAL SALINE,2025 (Q1-Q4),1881.0,6035,11491.15,6.1090643275,1.904084507,2025
DEXTROSE 5%-0.9% NACL,DEXTROSE 5 % AND 0.9 % NACL,J7042,5% DEXTROSE/NORMAL SALINE,2026 (Q1),543.0,1276,2351.4,4.3303867403,1.8427899687,2026
SODIUM CHLORIDE(J7050),0.9 % SODIUM CHLORIDE,J7050,NORMAL SALINE SOLUTION INFUS,2025 (Q1-Q4),85765.0,324808,312651.09,3.6454391652,0.9625720118,2025
SODIUM CHLORIDE(J7050),0.9 % SODIUM CHLORIDE,J7050,NORMAL SALINE SOLUTION INFUS,2026 (Q1),32979.0,73055,71508.19,2.1682946724,0.9788267743,2026
DEXTROSE IN WATER(J7060),DEXTROSE 5 % IN WATER,J7060,5% DEXTROSE/WATER,2025 (Q1-Q4),3203.0,15234,42317.85,13.211941929,2.7778554549,2025
DEXTROSE IN WATER(J7060),DEXTROSE 5 % IN WATER,J7060,5% DEXTROSE/WATER,2026 (Q1),1315.0,3615,9430.69,7.1716273764,2.6087662517,2026
DEXTROSE IN WATER(J7070),DEXTROSE 5 % IN WATER,J7070,D5W INFUSION,2025 (Q1-Q4),434.0,1239,4708.94,10.850092166,3.8005972559,2025
DEXTROSE IN WATER(J7070),DEXTROSE 5 % IN WATER,J7070,D5W INFUSION,2026 (Q1),138.0,225,808.79,5.8607971014,3.5946222222,2026
LACTATED RINGERS,"RINGER'S SOLUTION,LACTATED",J7120,RINGERS LACTATE INFUSION,2025 (Q1-Q4),7763.0,18317,48868.24,6.2950199665,2.6679172354,2025
LACTATED RINGERS,"RINGER'S SOLUTION,LACTATED",J7120,RINGERS LACTATE INFUSION,2026 (Q1),2363.0,4078,10925.28,4.6234786289,2.6790779794,2026
HEMLIBRA,EMICIZUMAB-KXWH,J7170,"INJ., EMICIZUMAB-KXWH 0.5 MG",2025 (Q1-Q4),441.0,5734,245875098.19,557539.90519,42880.205474,2025
HEMLIBRA,EMICIZUMAB-KXWH,J7170,"INJ., EMICIZUMAB-KXWH 0.5 MG",2026 (Q1),370.0,1352,58537117.43,158208.42549,43296.68449,2026
ADZYNMA,"ADAMTS13, RECOMBINANT-KRHN",J7171,"INJ, ADZYNMA, 10 IU",2025 (Q1-Q4),20.0,325,4649228.16,232461.408,14305.317415,2025
ADZYNMA,"ADAMTS13, RECOMBINANT-KRHN",J7171,"INJ, ADZYNMA, 10 IU",2026 (Q1),13.0,68,1142501.63,87884.740769,16801.494559,2026
HYMPAVZI PEN,MARSTACIMAB-HNCQ,J7172,"INJ MARSTACIM-HNCQ, 0.5 MG",2025 (Q1-Q4),600.5,25,1402256.12,605.10741214,56090.2448,2025
HYMPAVZI PEN,MARSTACIMAB-HNCQ,J7172,"INJ MARSTACIM-HNCQ, 0.5 MG",2026 (Q1),600.5,12,521453.54,605.10741214,43454.461667,2026
ALHEMO PEN,CONCIZUMAB-MTCI,J7173,"INJ. CONCIZUMAB-MTCI, 0.5 MG",2025 (Q1-Q4),600.5,30,1567604.44,605.10741214,52253.481333,2025
ALHEMO PEN,CONCIZUMAB-MTCI,J7173,"INJ. CONCIZUMAB-MTCI, 0.5 MG",2026 (Q1),600.5,20,1105044.21,605.10741214,55252.2105,2026
COAGADEX,COAGULATION FACTOR X,J7175,"INJ, FACTOR X, (HUMAN), 1IU",2025 (Q1-Q4),600.5,151,6454083.84,605.10741214,42742.277086,2025
COAGADEX,COAGULATION FACTOR X,J7175,"INJ, FACTOR X, (HUMAN), 1IU",2026 (Q1),600.5,14,737369.53,605.10741214,52669.252143,2026
FIBRYGA,FIBRINOGEN,J7177,"INJ., FIBRYGA, 1 MG",2025 (Q1-Q4),600.5,115,766038.95,605.10741214,6661.2082609,2025
FIBRYGA,FIBRINOGEN,J7177,"INJ., FIBRYGA, 1 MG",2026 (Q1),600.5,27,178728.29,605.10741214,6619.5662963,2026
RIASTAP,FIBRINOGEN,J7178,INJ HUMAN FIBRINOGEN CON NOS,2025 (Q1-Q4),600.5,22,177136.82,605.10741214,8051.6736364,2025
VONVENDI,VON WILLEBRAND FACTOR,J7179,VONVENDI INJ 1 IU VWF:RCO,2025 (Q1-Q4),72.0,592,19897665.71,276356.46819,33610.921807,2025
VONVENDI,VON WILLEBRAND FACTOR,J7179,VONVENDI INJ 1 IU VWF:RCO,2026 (Q1),49.0,157,4704779.19,96015.901837,29966.746433,2026
CORIFACT,FACTOR XIII,J7180,FACTOR XIII ANTI-HEM FACTOR,2025 (Q1-Q4),600.5,105,2700153.49,605.10741214,25715.747524,2025
CORIFACT,FACTOR XIII,J7180,FACTOR XIII ANTI-HEM FACTOR,2026 (Q1),600.5,19,532273.17,605.10741214,28014.377368,2026
TRETTEN,"FACTOR XIII A-SUBUNIT,RECOMB",J7181,FACTOR XIII RECOMB A-SUBUNIT,2025 (Q1-Q4),600.5,74,3975303.54,605.10741214,53720.318108,2025
TRETTEN,"FACTOR XIII A-SUBUNIT,RECOMB",J7181,FACTOR XIII RECOMB A-SUBUNIT,2026 (Q1),600.5,22,1088758.94,605.10741214,49489.042727,2026
NOVOEIGHT,"ANTIHEMOPH.FVIII,B-DOM TRUNCAT",J7182,FACTOR VIII RECOMB NOVOEIGHT,2025 (Q1-Q4),17.0,63,2089129.27,122889.95706,33160.782063,2025
NOVOEIGHT,"ANTIHEMOPH.FVIII,B-DOM TRUNCAT",J7182,FACTOR VIII RECOMB NOVOEIGHT,2026 (Q1),600.5,16,581887.36,605.10741214,36367.96,2026
WILATE,ANTIHEMOPHILIC FACTOR,J7183,WILATE INJECTION,2025 (Q1-Q4),65.0,326,4709204.47,72449.299538,14445.412485,2025
WILATE,ANTIHEMOPHILIC FACTOR,J7183,WILATE INJECTION,2026 (Q1),21.0,73,943096.08,44909.337143,12919.124384,2026
XYNTHA SOLOFUSE*,"ANTIHEMOPH.FVIII,B-DOMAIN DEL*",J7185,XYNTHA INJ,2025 (Q1-Q4),60.0,234,5680889.42,94681.490333,24277.305214,2025
XYNTHA SOLOFUSE*,"ANTIHEMOPH.FVIII,B-DOMAIN DEL*",J7185,XYNTHA INJ,2026 (Q1),21.0,37,1070395.82,50971.229524,28929.616757,2026
ALPHANATE,ANTIHEMOPHILIC FACTOR,J7186,ANTIHEMOPHILIC VIII/VWF COMP,2025 (Q1-Q4),31.0,103,2345814.46,75671.434194,22774.89767,2025
ALPHANATE,ANTIHEMOPHILIC FACTOR,J7186,ANTIHEMOPHILIC VIII/VWF COMP,2026 (Q1),14.0,32,474876.3,33919.735714,14839.884375,2026
HUMATE-P,ANTIHEMOPHILIC FACTOR,J7187,"HUMATE-P, INJ",2025 (Q1-Q4),318.0,1552,33190050.22,104371.22711,21385.341637,2025
HUMATE-P,ANTIHEMOPHILIC FACTOR,J7187,"HUMATE-P, INJ",2026 (Q1),129.0,315,7445809.56,57719.453953,23637.490667,2026
NOVOSEVEN RT,"COAGULATION FACTOR VIIA,RECOMB",J7189,FACTOR VIIA RECOMB NOVOSEVEN,2025 (Q1-Q4),107.0,702,43430361.53,405891.22925,61866.611866,2025
NOVOSEVEN RT,"COAGULATION FACTOR VIIA,RECOMB",J7189,FACTOR VIIA RECOMB NOVOSEVEN,2026 (Q1),35.0,114,5326665.42,152190.44057,46725.135263,2026
HEMOFIL M*,"ANTIHEMOPHILIC FACTOR, HUMAN*",J7190,FACTOR VIII,2025 (Q1-Q4),46.0,345,13439372.56,292160.27304,38954.703072,2025
